ID,DR_NO,DATE OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Premis Cd,Premis Desc,Weapon Used Cd,Crm Cd 1,LOCATION,Cross Street,LAT,LON
195997,150909202,04/17/2015 12:00:00 AM,9,Van Nuys,914,761,BRANDISH WEAPON,210.0,RESTAURANT/FAST FOOD,200.0,761.0,SHERMAN WY,VAN NUYS BL,34.2012,-118.4487
195998,161018470,07/05/2015 12:00:00 AM,10,West Valley,1045,210,ROBBERY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,210.0,18200 BURBANK BL,0,34.1723,-118.5287
195999,152011446,06/04/2015 12:00:00 AM,20,Olympic,2005,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),118.0,CONSTRUCTION SITE,0,420.0,300 N ARDMORE AV,0,34.0763,-118.3023
196000,150210185,04/25/2015 12:00:00 AM,2,Rampart,235,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,200.0,230.0,ALVARADO ST,TEMPLE ST,34.0703,-118.268
196001,150913013,07/01/2015 12:00:00 AM,9,Van Nuys,901,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),104.0,DRIVEWAY,0,331.0,15500 COHASSET ST,0,34.2066,-118.4706
196002,151913919,06/29/2015 12:00:00 AM,19,Mission,1995,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,14500 ARMINTA ST,0,34.2134,-118.4488
196003,150516449,10/11/2015 12:00:00 AM,5,Harbor,585,761,BRANDISH WEAPON,501.0,SINGLE FAMILY DWELLING,200.0,761.0,600 W 18TH ST,0,33.7243,-118.2963
196004,151410268,03/20/2015 12:00:00 AM,14,Pacific,1409,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,9700 CHARNOCK AV,0,34.0273,-118.3994
196005,150406469,02/25/2015 12:00:00 AM,4,Hollenbeck,421,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,729.0,SPECIALTY SCHOOL/OTHER,511.0,930.0,300 S AVENUE 18,0,34.0697,-118.2212
196006,161205443,01/13/2015 12:00:00 AM,12,77th Street,1258,350,"THEFT, PERSON",726.0,POLICE FACILITY,0,350.0,7600 S BROADWAY,0,33.9708,-118.2783
196007,152014912,08/19/2015 12:00:00 AM,20,Olympic,2019,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,100 S VIRGIL AV,0,34.0735,-118.2868
196008,150624115,11/11/2015 12:00:00 AM,6,Hollywood,647,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",102.0,SIDEWALK,0,341.0,ARGYLE,HOLLYWOOD,34.1016,-118.3252
196009,150911266,02/17/2015 12:00:00 AM,9,Van Nuys,937,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,6200 HAZELTINE AV,0,34.1827,-118.44
196010,150212322,06/01/2015 12:00:00 AM,2,Rampart,249,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,341.0,1000 INGRAHAM ST,0,34.0515,-118.2615
196011,151428962,11/19/2015 12:00:00 AM,14,Pacific,1438,330,BURGLARY FROM VEHICLE,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,330.0,3700 GLENDON AV,0,34.0196,-118.4103
196012,150516267,10/06/2015 12:00:00 AM,5,Harbor,515,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,1700 GULF AV,0,33.7969,-118.2743
196013,151219733,08/19/2015 12:00:00 AM,12,77th Street,1203,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,1700 W 48TH ST,0,34.0001,-118.3089
196014,150814064,08/07/2015 12:00:00 AM,8,West LA,881,649,DOCUMENT FORGERY / STOLEN FELONY,203.0,OTHER BUSINESS,0,649.0,12200 W OLYMPIC BL,0,34.0322,-118.455
196015,151319688,10/09/2015 12:00:00 AM,13,Newton,1313,440,THEFT PLAIN - PETTY ($950 & UNDER),213.0,WAREHOUSE,0,440.0,1700 MAPLE AV,0,34.0308,-118.2602
196016,151309904,01/01/2015 12:00:00 AM,13,Newton,1345,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),501.0,SINGLE FAMILY DWELLING,400.0,812.0,2600 FINE ST,0,34.0104,-118.2535
196017,151210329,04/01/2015 12:00:00 AM,12,77th Street,1239,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,5900 DENVER AV,0,33.9874,-118.2838
196018,151010649,06/10/2015 12:00:00 AM,10,West Valley,1097,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,4400 WOODLEY AV,0,34.1413,-118.506
196019,151224463,10/27/2015 12:00:00 AM,12,77th Street,1263,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,102.0,SIDEWALK,400.0,236.0,84TH ST,WESTERN AV,33.9627,-118.309
196020,150621111,09/29/2015 12:00:00 AM,6,Hollywood,636,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,HOLLYWOOD,MC CADDEN,34.1016,-118.3374
196021,151318124,09/15/2015 12:00:00 AM,13,Newton,1377,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",511.0,PROJECT/TENEMENT/PUBLIC HOUSING,400.0,230.0,5300 FORTUNA ST,0,33.9947,-118.2457
196022,150905012,01/22/2015 12:00:00 AM,9,Van Nuys,914,624,BATTERY - SIMPLE ASSAULT,602.0,BANK,400.0,624.0,7100 SEPULVEDA BL,0,34.1994,-118.4662
196023,150815935,10/06/2015 12:00:00 AM,8,West LA,889,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,420.0,1900 S BEDFORD ST,0,34.0442,-118.3827
196024,151419268,07/15/2015 12:00:00 AM,14,Pacific,1469,310,BURGLARY,210.0,RESTAURANT/FAST FOOD,0,310.0,6900 LA TIJERA BL,0,33.9761,-118.3732
196025,151221141,09/08/2015 12:00:00 AM,12,77th Street,1211,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,5300 S VICTORIA AV,0,33.995,-118.3322
196026,151013361,08/08/2015 12:00:00 AM,10,West Valley,1028,903,CONTEMPT OF COURT,501.0,SINGLE FAMILY DWELLING,0,903.0,7000 FORBES AV,0,34.1975,-118.4989
196027,152105811,02/09/2015 12:00:00 AM,21,Topanga,2149,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),403.0,DRUG STORE,0,442.0,19700 VANOWEN ST,0,34.1938,-118.5623
196028,150809297,05/08/2015 12:00:00 AM,8,West LA,884,440,THEFT PLAIN - PETTY ($950 & UNDER),404.0,DEPARTMENT STORE,0,440.0,10800 W PICO BL,0,34.0406,-118.4275
196029,151016998,10/28/2015 12:00:00 AM,10,West Valley,1091,649,DOCUMENT FORGERY / STOLEN FELONY,501.0,SINGLE FAMILY DWELLING,0,649.0,3900 NOGA DR,0,34.1419,-118.543
196030,150222205,12/08/2015 12:00:00 AM,2,Rampart,249,510,VEHICLE - STOLEN,108.0,PARKING LOT,0,510.0,600 SAINT PAUL AV,0,34.0535,-118.2609
196031,151426568,10/15/2015 12:00:00 AM,14,Pacific,1441,210,ROBBERY,101.0,STREET,101.0,210.0,OCEAN FRONT,VENICE,33.9837,-118.4709
196032,150413051,07/13/2015 12:00:00 AM,4,Hollenbeck,437,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),104.0,DRIVEWAY,0,331.0,2000 VINEBURN AV,0,34.0656,-118.1896
196033,150716394,10/26/2015 12:00:00 AM,7,Wilshire,701,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),203.0,OTHER BUSINESS,0,442.0,8400 MELROSE PL,0,34.0835,-118.3734
196034,151005805,02/06/2015 12:00:00 AM,10,West Valley,1043,901,VIOLATION OF RESTRAINING ORDER,501.0,SINGLE FAMILY DWELLING,0,901.0,18500 HATTERAS ST,0,34.1775,-118.536
196035,150519766,12/18/2015 12:00:00 AM,5,Harbor,505,310,BURGLARY,203.0,OTHER BUSINESS,0,310.0,1000 W 190TH ST,0,33.8583,-118.2926
196036,171006583,12/22/2015 12:00:00 AM,10,West Valley,1067,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,956.0,5400 WHITE OAK AV,0,34.1686,-118.5186
196037,150407480,03/18/2015 12:00:00 AM,4,Hollenbeck,424,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",102.0,SIDEWALK,0,740.0,3800 N MISSION RD,0,34.0693,-118.2
196038,150609811,03/31/2015 12:00:00 AM,6,Hollywood,628,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,BEACHWOOD AV,FRANKLIN,34.1053,-118.3215
196039,150609615,03/26/2015 12:00:00 AM,6,Hollywood,636,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),108.0,PARKING LOT,500.0,745.0,6500 HOLLYWOOD BL,0,34.1034,-118.3325
196040,150121837,09/28/2015 12:00:00 AM,1,Central,185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,900 S LOS ANGELES ST,0,34.0407,-118.2541
196041,150620516,09/15/2015 12:00:00 AM,6,Hollywood,663,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,900 N LAS PALMAS AV,0,34.0871,-118.3363
196042,151405054,01/16/2015 12:00:00 AM,14,Pacific,1413,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",103.0,ALLEY,0,740.0,200 DIMMICK AV,0,34.0003,-118.4744
196043,150101418,09/30/2015 12:00:00 AM,1,Central,195,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",122.0,"VEHICLE, PASSENGER/TRUCK",500.0,230.0,MAIN,PICO,34.0364,-118.2603
196044,151009152,05/05/2015 12:00:00 AM,10,West Valley,1065,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,5400 LINDLEY AV,0,34.169,-118.5273
196045,151211822,04/23/2015 12:00:00 AM,12,77th Street,1265,330,BURGLARY FROM VEHICLE,104.0,DRIVEWAY,500.0,330.0,1100 W 84TH ST,0,33.9628,-118.294
196046,151513103,06/08/2015 12:00:00 AM,15,N Hollywood,1595,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,11400 SUNSHINE TR,0,34.1381,-118.3856
196047,151813060,06/27/2015 12:00:00 AM,18,Southeast,1834,210,ROBBERY,101.0,STREET,400.0,210.0,104TH ST,MCKINLEY AV,33.9419,-118.2608
196048,151424272,09/11/2015 12:00:00 AM,14,Pacific,1409,440,THEFT PLAIN - PETTY ($950 & UNDER),108.0,PARKING LOT,0,440.0,9000 VENICE BL,0,34.0281,-118.3904
196049,150322368,10/11/2015 12:00:00 AM,3,Southwest,356,350,"THEFT, PERSON",101.0,STREET,0,350.0,1600 W JEFFERSON BL,0,34.0255,-118.3027
196050,151810816,05/15/2015 12:00:00 AM,18,Southeast,1803,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,87TH PL,SAN PEDRO ST,33.9581,-118.2695
196051,150310272,04/09/2015 12:00:00 AM,3,Southwest,353,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,3500 WEST BL,0,34.0233,-118.3413
196052,150911313,04/08/2015 12:00:00 AM,9,Van Nuys,952,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,5500 BEVIS AV,0,34.1703,-118.4564
196053,151226595,11/29/2015 12:00:00 AM,12,77th Street,1268,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,102.0,230.0,100 W 85TH PL,0,33.9609,-118.2739
196054,150913874,07/18/2015 12:00:00 AM,9,Van Nuys,966,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,4800 SUNNYSLOPE AV,0,34.1576,-118.4269
196055,150917577,10/01/2015 12:00:00 AM,9,Van Nuys,994,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),104.0,DRIVEWAY,0,420.0,13500 CHELTENHAM DR,0,34.1412,-118.427
196056,150801029,05/24/2015 12:00:00 AM,8,West LA,857,626,INTIMATE PARTNER - SIMPLE ASSAULT,503.0,HOTEL,400.0,626.0,1100 S BEVERLY DR,0,34.057,-118.3966
196057,150909858,04/29/2015 12:00:00 AM,9,Van Nuys,964,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",406.0,OTHER STORE,0,341.0,14000 RIVERSIDE DR,0,34.1576,-118.438
196058,151916580,08/17/2015 12:00:00 AM,19,Mission,1981,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,15500 CHASE ST,0,34.2247,-118.4699
196059,150319612,09/02/2015 12:00:00 AM,3,Southwest,376,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),301.0,GAS STATION,0,331.0,3700 S WESTERN AV,0,34.0142,-118.3089
196060,151719065,11/15/2015 12:00:00 AM,17,Devonshire,1747,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,511.0,930.0,16800 KINGSBURY ST,0,34.2632,-118.4979
196061,152012116,06/20/2015 12:00:00 AM,20,Olympic,2049,901,VIOLATION OF RESTRAINING ORDER,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,901.0,2800 FRANCIS AV,0,34.0568,-118.2867
196062,150917247,09/23/2015 12:00:00 AM,9,Van Nuys,923,900,VIOLATION OF COURT ORDER,101.0,STREET,0,900.0,6700 CEDROS AV,0,34.1925,-118.4531
196063,150128191,12/23/2015 12:00:00 AM,1,Central,152,350,"THEFT, PERSON",101.0,STREET,0,350.0,6TH,OLIVE ST,34.0481,-118.2542
196064,152016295,09/17/2015 12:00:00 AM,20,Olympic,2039,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,302.0,230.0,WESTMORELAND AV,FRANCIS AV,34.0598,-118.2865
196065,150605848,01/28/2015 12:00:00 AM,6,Hollywood,657,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",729.0,SPECIALTY SCHOOL/OTHER,0,740.0,1000 N WESTERN AV,0,34.0888,-118.3124
196066,150806074,02/13/2015 12:00:00 AM,8,West LA,881,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,626.0,2200 S BARRINGTON AV,0,34.0343,-118.4478
196067,151425848,10/05/2015 12:00:00 AM,14,Pacific,1414,624,BATTERY - SIMPLE ASSAULT,203.0,OTHER BUSINESS,400.0,624.0,BERNARD ST,ROSE AV,33.9999,-118.4706
196068,150715922,10/12/2015 12:00:00 AM,7,Wilshire,773,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,5100 PICKFORD ST,0,34.0436,-118.3513
196069,151216257,04/16/2015 12:00:00 AM,12,77th Street,1245,649,DOCUMENT FORGERY / STOLEN FELONY,501.0,SINGLE FAMILY DWELLING,0,649.0,1000 W 65TH ST,0,33.9806,-118.2918
196070,150407281,03/14/2015 12:00:00 AM,4,Hollenbeck,491,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,1200 S BOYLE AV,0,34.0286,-118.2206
196071,150417355,11/24/2015 12:00:00 AM,4,Hollenbeck,449,440,THEFT PLAIN - PETTY ($950 & UNDER),109.0,PARK/PLAYGROUND,0,440.0,2700 WABASH AV,0,34.0527,-118.1969
196072,152118292,11/02/2015 12:00:00 AM,21,Topanga,2157,440,THEFT PLAIN - PETTY ($950 & UNDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,440.0,6700 ETON AV,0,34.1925,-118.5955
196073,151716087,09/16/2015 12:00:00 AM,17,Devonshire,1723,624,BATTERY - SIMPLE ASSAULT,602.0,BANK,400.0,624.0,21000 DEVONSHIRE ST,0,34.2651,-118.582
196074,150617621,08/02/2015 12:00:00 AM,6,Hollywood,622,510,VEHICLE - STOLEN,123.0,PARKING UNDERGROUND/BUILDING,0,510.0,1800 N FULLER AV,0,34.1035,-118.3489
196075,151206901,02/11/2015 12:00:00 AM,12,77th Street,1215,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,1400 W 53RD ST,0,33.9942,-118.3002
196076,151429125,11/23/2015 12:00:00 AM,14,Pacific,1459,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,5000 SAWTELLE BL,0,33.9978,-118.4043
196077,151108280,03/28/2015 12:00:00 AM,11,Northeast,1101,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,5300 ZOO DR,0,34.1554,-118.303
196078,150916611,09/11/2015 12:00:00 AM,9,Van Nuys,914,624,BATTERY - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,624.0,7100 VAN NUYS BL,0,34.1976,-118.4574
196079,151522278,11/23/2015 12:00:00 AM,15,N Hollywood,1585,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,10900 BLUFFSIDE DR,0,34.1414,-118.3686
196080,150312113,05/09/2015 12:00:00 AM,3,Southwest,317,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,1400 W 24TH ST,0,34.0346,-118.2915
196081,150214336,07/10/2015 12:00:00 AM,2,Rampart,219,210,ROBBERY,402.0,MARKET,109.0,210.0,1300 W SUNSET BL,0,34.072,-118.2508
196082,151413101,04/24/2015 12:00:00 AM,14,Pacific,1412,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,ROSE,MAIN,33.9957,-118.4778
196083,151004573,01/16/2015 12:00:00 AM,10,West Valley,1023,626,INTIMATE PARTNER - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,626.0,19000 VANOWEN ST,0,34.1939,-118.547
196084,150107116,02/19/2015 12:00:00 AM,1,Central,182,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,602.0,BANK,511.0,930.0,1100 S HILL ST,0,34.042,-118.2625
196085,150810165,05/29/2015 12:00:00 AM,8,West LA,882,624,BATTERY - SIMPLE ASSAULT,203.0,OTHER BUSINESS,400.0,624.0,11300 W OLYMPIC BL,0,34.0382,-118.4412
196086,150818461,12/08/2015 12:00:00 AM,8,West LA,884,352,PICKPOCKET,727.0,SHOPPING MALL (COMMON AREA),0,352.0,PICO BL,WESTWOOD BL,34.0401,-118.4285
196087,151425051,09/03/2015 12:00:00 AM,14,Pacific,1469,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),122.0,"VEHICLE, PASSENGER/TRUCK",0,331.0,5200 KNOWLTON ST,0,33.9751,-118.3703
196088,151719779,11/23/2015 12:00:00 AM,17,Devonshire,1787,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,17800 LASSEN ST,0,34.2504,-118.5216
196089,150112574,05/11/2015 12:00:00 AM,1,Central,143,624,BATTERY - SIMPLE ASSAULT,403.0,DRUG STORE,400.0,624.0,400 S BROADWAY,0,34.0495,-118.2494
196090,151311253,05/10/2015 12:00:00 AM,13,Newton,1313,761,BRANDISH WEAPON,108.0,PARKING LOT,205.0,761.0,1900 S SAN PEDRO ST,0,34.0277,-118.2574
196091,152117367,10/17/2015 12:00:00 AM,21,Topanga,2134,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,7000 SALE AV,0,34.1986,-118.6163
196092,150322666,10/16/2015 12:00:00 AM,3,Southwest,358,441,THEFT PLAIN - ATTEMPT,501.0,SINGLE FAMILY DWELLING,0,441.0,600 W MCCARTHY WY,0,34.021,-118.2823
196093,150221848,12/01/2015 12:00:00 AM,2,Rampart,245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",124.0,BUS STOP,400.0,230.0,7TH,CORONADO,34.0589,-118.2821
196094,150105084,01/04/2015 12:00:00 AM,1,Central,143,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,400.0,624.0,400 S BROADWAY,0,34.0495,-118.2494
196095,151610399,06/23/2015 12:00:00 AM,16,Foothill,1653,210,ROBBERY,505.0,MOTEL,400.0,210.0,9900 SAN FERNANDO RD,0,34.2502,-118.4053
196096,152016229,09/15/2015 12:00:00 AM,20,Olympic,2002,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,600 N WESTERN AV,0,34.0799,-118.3113
196097,151613371,09/10/2015 12:00:00 AM,16,Foothill,1677,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",108.0,PARKING LOT,307.0,230.0,7500 GLENOAKS BL,0,34.2068,-118.3416
196098,211509587,01/01/2015 12:00:00 AM,15,N Hollywood,1525,760,LEWD/LASCIVIOUS ACTS WITH CHILD,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,760.0,11800 HAMLIN ST,0,34.1888,-118.39
196099,150815909,10/06/2015 12:00:00 AM,8,West LA,829,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,1300 WARNER AV,0,34.0629,-118.4302
196100,150406965,03/08/2015 12:00:00 AM,4,Hollenbeck,497,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,400.0,624.0,3300 E 8TH ST,0,34.0226,-118.207
196101,151518059,09/09/2015 12:00:00 AM,15,N Hollywood,1512,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,12800 BARBARA ANN ST,0,34.2003,-118.4115
196102,150623302,11/02/2015 12:00:00 AM,6,Hollywood,668,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,SUNSET BL,SAINT ANDREWS PL,34.0981,-118.3109
196103,150901586,11/16/2015 12:00:00 AM,9,Van Nuys,911,805,PIMPING,101.0,STREET,0,805.0,SEPULVEDA BL,VOSE ST,34.1985,-118.4662
196104,181307643,11/09/2015 12:00:00 AM,13,Newton,1333,649,DOCUMENT FORGERY / STOLEN FELONY,501.0,SINGLE FAMILY DWELLING,0,649.0,400 E 27TH ST,0,34.0226,-118.266
196105,150307008,02/20/2015 12:00:00 AM,3,Southwest,362,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,4700 W MARTIN LUTHER KING JR BL,0,34.0193,-118.3489
196106,151212628,05/04/2015 12:00:00 AM,12,77th Street,1203,330,BURGLARY FROM VEHICLE,501.0,SINGLE FAMILY DWELLING,0,330.0,1500 W VERNON AV,0,34.0037,-118.3051
196107,150404426,01/09/2015 12:00:00 AM,4,Hollenbeck,477,310,BURGLARY,707.0,GARAGE/CARPORT,0,310.0,600 S MATHEWS ST,0,34.0357,-118.2127
196108,150908506,03/13/2015 12:00:00 AM,9,Van Nuys,911,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,6600 SEPULVEDA BL,0,34.1938,-118.4702
196109,150808165,04/11/2015 12:00:00 AM,8,West LA,898,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",301.0,GAS STATION,0,740.0,2300 S LA CIENEGA BL,0,34.0364,-118.3872
196110,151425251,08/28/2015 12:00:00 AM,14,Pacific,1483,480,BIKE - STOLEN,707.0,GARAGE/CARPORT,0,480.0,8600 GULANA AV,0,33.9586,-118.4343
196111,151906635,02/21/2015 12:00:00 AM,19,Mission,1969,624,BATTERY - SIMPLE ASSAULT,104.0,DRIVEWAY,400.0,624.0,9700 ARLETA AV,0,34.2461,-118.4303
196112,151117857,10/03/2015 12:00:00 AM,11,Northeast,1116,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",501.0,SINGLE FAMILY DWELLING,0,740.0,700 HOLLAND AV,0,34.1143,-118.203
196113,151907949,03/17/2015 12:00:00 AM,19,Mission,1985,626,INTIMATE PARTNER - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,626.0,14300 ROSCOE BL,0,34.2264,-118.4493
196114,150213333,06/20/2015 12:00:00 AM,2,Rampart,289,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",212.0,740.0,11TH ST,VALENCIA AV,34.0469,-118.2733
196115,150315746,07/04/2015 12:00:00 AM,3,Southwest,362,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,4800 W RODEO RD,0,34.0214,-118.3486
196116,151516773,08/18/2015 12:00:00 AM,15,N Hollywood,1526,900,VIOLATION OF COURT ORDER,102.0,SIDEWALK,511.0,900.0,11600 FRIAR ST,0,34.1858,-118.3847
196117,152005532,01/30/2015 12:00:00 AM,20,Olympic,2004,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,300 N WESTERN AV,0,34.0763,-118.3091
196118,150326237,12/08/2015 12:00:00 AM,3,Southwest,357,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,1100 W 37TH DR,0,34.019,-118.292
196119,151822503,12/25/2015 12:00:00 AM,18,Southeast,1822,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,100 E CENTURY BL,0,33.9456,-118.2739
196120,150315177,05/17/2015 12:00:00 AM,3,Southwest,392,440,THEFT PLAIN - PETTY ($950 & UNDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,440.0,3000 W VERNON AV,0,34.0037,-118.3257
196121,150624586,11/19/2015 12:00:00 AM,6,Hollywood,639,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,1700 N HARVARD BL,0,34.1018,-118.305
196122,150213459,06/23/2015 12:00:00 AM,2,Rampart,203,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304.0,230.0,4200 MONROE ST,0,34.0857,-118.2892
196123,150807196,03/17/2015 12:00:00 AM,8,West LA,889,310,BURGLARY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,310.0,2000 S BEDFORD ST,0,34.0416,-118.3836
196124,151610073,06/12/2015 12:00:00 AM,16,Foothill,1695,624,BATTERY - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,624.0,7700 KLUMP AV,0,34.2103,-118.3758
196125,171515191,01/01/2015 12:00:00 AM,15,N Hollywood,1515,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,6800 RADFORD AV,0,34.194,-118.3921
