ID,DR_NO,DATE OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Premis Cd,Premis Desc,Weapon Used Cd,Crm Cd 1,LOCATION,Cross Street,LAT,LON
195866,151719942,12/02/2015 12:00:00 AM,17,Devonshire,1737,310,BURGLARY,403.0,DRUG STORE,0,310.0,10700 BALBOA BL,0,34.2648,-118.5023
195867,191505891,04/12/2015 12:00:00 AM,15,N Hollywood,1548,440,THEFT PLAIN - PETTY ($950 & UNDER),111.0,BUS-CHARTER/PRIVATE,0,440.0,11200 MAGNOLIA BL,0,34.1667,-118.3702
195868,150708958,04/23/2015 12:00:00 AM,7,Wilshire,727,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,100 S SYCAMORE AV,0,34.0736,-118.343
195869,151511925,05/22/2015 12:00:00 AM,15,N Hollywood,1583,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,COLFAX,VENTURA,34.1413,-118.3877
195870,151523950,12/26/2015 12:00:00 AM,15,N Hollywood,1553,946,OTHER MISCELLANEOUS CRIME,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,946.0,4700 BEN AV,0,34.1558,-118.3943
195871,150410005,05/16/2015 12:00:00 AM,4,Hollenbeck,437,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",203.0,OTHER BUSINESS,0,341.0,4300 WORTH ST,0,34.0631,-118.1927
195872,151916571,08/17/2015 12:00:00 AM,19,Mission,1983,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",108.0,PARKING LOT,200.0,230.0,8300 SEPULVEDA BL,0,34.2214,-118.4677
195873,152117908,10/19/2015 12:00:00 AM,21,Topanga,2142,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,23300 FRIAR ST,0,34.1854,-118.6344
195874,151218834,08/05/2015 12:00:00 AM,12,77th Street,1211,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,511.0,930.0,5400 3RD AV,0,33.9932,-118.3203
195875,150810432,05/27/2015 12:00:00 AM,8,West LA,857,440,THEFT PLAIN - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,440.0,9000 ALCOTT ST,0,34.0531,-118.3941
195876,150611205,04/22/2015 12:00:00 AM,6,Hollywood,639,440,THEFT PLAIN - PETTY ($950 & UNDER),404.0,DEPARTMENT STORE,0,440.0,5400 HOLLYWOOD BL,0,34.1036,-118.3049
195877,150704526,01/12/2015 12:00:00 AM,7,Wilshire,735,330,BURGLARY FROM VEHICLE,102.0,SIDEWALK,0,330.0,600 HAUSER BL,0,34.0649,-118.3514
195878,150815263,09/20/2015 12:00:00 AM,8,West LA,858,444,DISHONEST EMPLOYEE - PETTY THEFT,210.0,RESTAURANT/FAST FOOD,0,444.0,8900 W PICO BL,0,34.0552,-118.3857
195879,151811645,05/30/2015 12:00:00 AM,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",102.0,SIDEWALK,102.0,230.0,700 W 112TH ST,0,33.9334,-118.2869
195880,151214241,05/31/2015 12:00:00 AM,12,77th Street,1266,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,600 W 80TH ST,0,33.9668,-118.2842
195881,150212869,06/10/2015 12:00:00 AM,2,Rampart,236,210,ROBBERY,102.0,SIDEWALK,400.0,210.0,3RD ST,BONNIE BRAE,34.0625,-118.2714
195882,151227748,11/29/2015 12:00:00 AM,12,77th Street,1213,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,1700 W 52ND ST,0,33.9951,-118.3068
195883,150906182,02/11/2015 12:00:00 AM,9,Van Nuys,923,440,THEFT PLAIN - PETTY ($950 & UNDER),301.0,GAS STATION,0,440.0,14900 VICTORY BL,0,34.1903,-118.4574
195884,151200512,01/04/2015 12:00:00 AM,12,77th Street,1218,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,0,626.0,HOOVER,54TH ST,33.9933,-118.2871
195885,151607839,04/13/2015 12:00:00 AM,16,Foothill,1643,440,THEFT PLAIN - PETTY ($950 & UNDER),217.0,AUTO REPAIR SHOP,0,440.0,10300 SAN FERNANDO RD,0,34.2572,-118.4126
195886,150921788,12/19/2015 12:00:00 AM,9,Van Nuys,911,900,VIOLATION OF COURT ORDER,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,900.0,15300 VANOWEN ST,0,34.1939,-118.4662
195887,151120790,11/13/2015 12:00:00 AM,11,Northeast,1151,440,THEFT PLAIN - PETTY ($950 & UNDER),210.0,RESTAURANT/FAST FOOD,0,440.0,4900 W SUNSET BL,0,34.0982,-118.2961
195888,151905916,02/06/2015 12:00:00 AM,19,Mission,1985,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,8800 TILDEN AV,0,34.2295,-118.4489
195889,150108728,03/14/2015 12:00:00 AM,1,Central,182,649,DOCUMENT FORGERY / STOLEN FELONY,501.0,SINGLE FAMILY DWELLING,0,649.0,1000 S FLOWER ST,0,34.0444,-118.2628
195890,150211714,05/20/2015 12:00:00 AM,2,Rampart,295,761,BRANDISH WEAPON,102.0,SIDEWALK,102.0,761.0,14TH ST,CONSTANCE,34.044,-118.28
195891,150518782,03/04/2015 12:00:00 AM,5,Harbor,585,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,420.0,2300 S LELAND ST,0,33.7234,-118.3012
195892,150504773,01/18/2015 12:00:00 AM,5,Harbor,509,666,"BUNCO, ATTEMPT",406.0,OTHER STORE,0,666.0,24900 S WESTERN AV,0,33.7987,-118.3075
195893,151912987,05/28/2015 12:00:00 AM,19,Mission,1918,354,THEFT OF IDENTITY,101.0,STREET,0,354.0,FOOTHILL BL,HUBBARD ST,34.3075,-118.4303
195894,150325792,12/02/2015 12:00:00 AM,3,Southwest,391,330,BURGLARY FROM VEHICLE,104.0,DRIVEWAY,0,330.0,4500 DON TIMOTEO DR,0,34.0055,-118.3546
195895,150619785,09/08/2015 12:00:00 AM,6,Hollywood,668,624,BATTERY - SIMPLE ASSAULT,721.0,HIGH SCHOOL,400.0,624.0,1300 N WILTON PL,0,34.0948,-118.3136
195896,150621427,10/04/2015 12:00:00 AM,6,Hollywood,647,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,5900 CARLTON WY,0,34.1005,-118.318
195897,151423981,09/05/2015 12:00:00 AM,14,Pacific,1483,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,7500 W 90TH ST,0,33.9554,-118.4265
195898,151211995,04/26/2015 12:00:00 AM,12,77th Street,1233,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",710.0,OTHER PREMISE,400.0,341.0,SLAUSON AV,WESTERN AV,33.9892,-118.3089
195899,151605301,02/03/2015 12:00:00 AM,16,Foothill,1664,310,BURGLARY,221.0,PUBLIC STORAGE,0,310.0,11800 SHELDON ST,0,34.2422,-118.3898
195900,151516726,08/17/2015 12:00:00 AM,15,N Hollywood,1529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,6100 CLYBOURN AV,0,34.1829,-118.365
195901,151009622,05/17/2015 12:00:00 AM,10,West Valley,1037,649,DOCUMENT FORGERY / STOLEN FELONY,101.0,STREET,0,649.0,6500 GRAVES AV,0,34.1885,-118.5088
195902,150321944,01/30/2015 12:00:00 AM,3,Southwest,353,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,3700 COLISEUM ST,0,34.0209,-118.3406
195903,150218547,09/27/2015 12:00:00 AM,2,Rampart,265,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,0,624.0,BURLINGTON AV,7TH ST,34.0547,-118.2772
195904,151104495,01/11/2015 12:00:00 AM,11,Northeast,1171,624,BATTERY - SIMPLE ASSAULT,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),500.0,624.0,3100 W SUNSET BL,0,34.0917,-118.2741
195905,151322586,12/09/2015 12:00:00 AM,13,Newton,1351,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),103.0,ALLEY,0,745.0,200 W 41ST ST,0,34.0091,-118.2762
195906,150507159,03/06/2015 12:00:00 AM,5,Harbor,551,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,300 MIRALESTE DR,0,33.7423,-118.3196
195907,151913987,07/01/2015 12:00:00 AM,19,Mission,1979,310,BURGLARY,707.0,GARAGE/CARPORT,0,310.0,13000 OTTOMAN ST,0,34.2374,-118.4164
195908,151523785,12/17/2015 12:00:00 AM,15,N Hollywood,1549,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,420.0,5400 FAIR AV,0,34.1685,-118.3743
195909,151424661,09/17/2015 12:00:00 AM,14,Pacific,1435,761,BRANDISH WEAPON,501.0,SINGLE FAMILY DWELLING,106.0,761.0,3600 S BARRINGTON AV,0,34.0113,-118.4298
195910,152020447,10/30/2015 12:00:00 AM,20,Olympic,2076,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,1600 S VERMONT AV,0,34.0436,-118.296
195911,151707217,03/01/2015 12:00:00 AM,17,Devonshire,1793,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",104.0,DRIVEWAY,0,740.0,19000 NAPA ST,0,34.2264,-118.547
195912,152117602,10/22/2015 12:00:00 AM,21,Topanga,2175,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,22200 MIRANDA ST,0,34.1752,-118.6114
195913,151510171,04/19/2015 12:00:00 AM,15,N Hollywood,1555,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,420.0,5100 TUJUNGA AV,0,34.163,-118.379
195914,150317223,07/27/2015 12:00:00 AM,3,Southwest,327,480,BIKE - STOLEN,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,480.0,2800 ELLENDALE PL,0,34.0299,-118.2888
195915,152010701,05/18/2015 12:00:00 AM,20,Olympic,2038,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",102.0,SIDEWALK,207.0,230.0,LEEWARD,VERMONT,34.0587,-118.2916
195916,150516234,09/29/2015 12:00:00 AM,5,Harbor,581,900,VIOLATION OF COURT ORDER,504.0,OTHER RESIDENCE,0,900.0,1600 W 25TH ST,0,33.723,-118.3129
195917,150704326,01/08/2015 12:00:00 AM,7,Wilshire,715,210,ROBBERY,210.0,RESTAURANT/FAST FOOD,102.0,210.0,7200 BEVERLY BL,0,34.0782,-118.3463
195918,151218991,08/07/2015 12:00:00 AM,12,77th Street,1209,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),501.0,SINGLE FAMILY DWELLING,0,745.0,4600 S FIGUEROA ST,0,34.0018,-118.2827
195919,150512349,07/04/2015 12:00:00 AM,5,Harbor,566,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,304.0,230.0,300 W 9TH ST,0,33.736,-118.2835
195920,151005436,02/05/2015 12:00:00 AM,10,West Valley,1075,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,5100 GARDEN GROVE AV,0,34.1641,-118.5292
195921,151515552,07/27/2015 12:00:00 AM,15,N Hollywood,1503,624,BATTERY - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,624.0,12200 VANOWEN ST,0,34.194,-118.3987
195922,151800596,01/25/2015 12:00:00 AM,18,Southeast,1837,437,RESISTING ARREST,102.0,SIDEWALK,400.0,437.0,WASHINGTON,105TH ST,33.9363,-118.2426
195923,150321099,09/23/2015 12:00:00 AM,3,Southwest,375,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,400.0,624.0,WESTERN AV,EXPOSITION BL,34.0183,-118.3089
195924,151111918,06/01/2015 12:00:00 AM,11,Northeast,1143,440,THEFT PLAIN - PETTY ($950 & UNDER),721.0,HIGH SCHOOL,0,440.0,3900 TRACY ST,0,34.1072,-118.277
195925,151708234,03/30/2015 12:00:00 AM,17,Devonshire,1737,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),402.0,MARKET,0,442.0,16800 SAN FERNANDO MISSION BL,0,34.272,-118.4978
195926,151705304,01/29/2015 12:00:00 AM,17,Devonshire,1752,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103.0,230.0,9900 LURLINE AV,0,34.2536,-118.5913
195927,150713410,08/11/2015 12:00:00 AM,7,Wilshire,763,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,1600 S GENESEE AV,0,34.047,-118.3646
195928,160207338,12/01/2015 12:00:00 AM,2,Rampart,295,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,812.0,1300 S BURLINGTON AV,0,34.0456,-118.2789
195929,150907928,03/20/2015 12:00:00 AM,9,Van Nuys,915,354,THEFT OF IDENTITY,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,0,354.0,6900 LENNOX AV,0,34.1958,-118.4455
195930,151520656,10/27/2015 12:00:00 AM,15,N Hollywood,1555,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,745.0,11200 OTSEGO ST,0,34.163,-118.3746
195931,150804802,01/20/2015 12:00:00 AM,8,West LA,833,330,BURGLARY FROM VEHICLE,707.0,GARAGE/CARPORT,0,330.0,1400 MIDVALE AV,0,34.0548,-118.4426
195932,151115804,08/24/2015 12:00:00 AM,11,Northeast,1149,625,OTHER ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,625.0,MONTE VISTA,AVENUE 57,34.1074,-118.1978
195933,152107093,03/09/2015 12:00:00 AM,21,Topanga,2175,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",101.0,STREET,0,341.0,22000 COLLINS ST,0,34.1746,-118.6058
195934,150510548,05/24/2015 12:00:00 AM,5,Harbor,507,624,BATTERY - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,624.0,1500 226TH ST,0,33.8213,-118.3051
195935,151317008,08/24/2015 12:00:00 AM,13,Newton,1344,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,900 E 42ND ST,0,34.0076,-118.26
195936,150409123,04/27/2015 12:00:00 AM,4,Hollenbeck,415,624,BATTERY - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,624.0,2600 WORKMAN ST,0,34.0765,-118.2144
195937,151113901,07/18/2015 12:00:00 AM,11,Northeast,1125,624,BATTERY - SIMPLE ASSAULT,203.0,OTHER BUSINESS,0,624.0,5000 YORK BL,0,34.1215,-118.2069
195938,151311578,05/15/2015 12:00:00 AM,13,Newton,1323,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,ADAMS BL,CENTRAL AV,34.0193,-118.2549
195939,150216211,08/15/2015 12:00:00 AM,2,Rampart,202,480,BIKE - STOLEN,301.0,GAS STATION,0,480.0,VERMONT,SANTA MONICA,34.0909,-118.2917
195940,151910408,04/29/2015 12:00:00 AM,19,Mission,1977,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,13800 OSBORNE ST,0,34.2364,-118.4339
195941,151107210,03/08/2015 12:00:00 AM,11,Northeast,1115,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",102.0,SIDEWALK,0,341.0,2300 COLORADO BL,0,34.1395,-118.2163
195942,161705617,11/14/2015 12:00:00 AM,17,Devonshire,1783,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,9000 VANALDEN AV,0,34.2341,-118.5493
195943,151305896,02/05/2015 12:00:00 AM,13,Newton,1362,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,236.0,100 E 51ST ST,0,33.9965,-118.274
195944,150809705,03/30/2015 12:00:00 AM,8,West LA,827,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,11600 CHENAULT ST,0,34.0582,-118.4657
195945,151213817,05/25/2015 12:00:00 AM,12,77th Street,1265,624,BATTERY - SIMPLE ASSAULT,104.0,DRIVEWAY,400.0,624.0,1200 W 85TH ST,0,33.961,-118.2959
195946,150816974,10/28/2015 12:00:00 AM,8,West LA,853,662,"BUNCO, GRAND THEFT",101.0,STREET,0,662.0,PURDUE,SANTA MONICA,34.0459,-118.4507
195947,151008310,01/11/2015 12:00:00 AM,10,West Valley,1079,440,THEFT PLAIN - PETTY ($950 & UNDER),503.0,HOTEL,0,440.0,15400 VENTURA BL,0,34.1599,-118.4766
195948,150405305,01/29/2015 12:00:00 AM,4,Hollenbeck,418,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),104.0,DRIVEWAY,0,420.0,4400 VAN HORNE AV,0,34.0948,-118.1751
195949,150219377,10/13/2015 12:00:00 AM,2,Rampart,256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,109.0,230.0,UNION,7TH ST,34.0539,-118.2712
195950,151614778,10/15/2015 12:00:00 AM,16,Foothill,1633,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),218.0,BEAUTY/BARBER SHOP,0,442.0,11900 FOOTHILL BL,0,34.2749,-118.3955
195951,150615827,07/05/2015 12:00:00 AM,6,Hollywood,626,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,101.0,STREET,511.0,930.0,2200 EL CONTENTO DR,0,34.1129,-118.328
195952,150401252,10/08/2015 12:00:00 AM,4,Hollenbeck,427,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,4400 BOWMAN BL,0,34.0796,-118.1879
195953,150623493,11/04/2015 12:00:00 AM,6,Hollywood,666,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",101.0,STREET,0,740.0,1200 WILCOX AV,0,34.0926,-118.331
195954,151720558,12/15/2015 12:00:00 AM,17,Devonshire,1794,310,BURGLARY,755.0,VETERINARIAN/ANIMAL HOSPITAL,0,310.0,8600 LINDLEY AV,0,34.2251,-118.5372
195955,150606358,02/05/2015 12:00:00 AM,6,Hollywood,666,888,TRESPASSING,203.0,OTHER BUSINESS,0,888.0,6500 FOUNTAIN AV,0,34.0944,-118.3305
195956,150706900,03/07/2015 12:00:00 AM,7,Wilshire,722,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,8400 BEVERLY BL,0,34.0761,-118.3731
195957,151918957,09/27/2015 12:00:00 AM,19,Mission,1941,350,"THEFT, PERSON",108.0,PARKING LOT,0,350.0,10800 N SEPULVEDA BL,0,34.2685,-118.4694
195958,150124371,11/02/2015 12:00:00 AM,1,Central,142,624,BATTERY - SIMPLE ASSAULT,102.0,SIDEWALK,400.0,624.0,500 W 5TH ST,0,34.0519,-118.2531
195959,150313765,06/04/2015 12:00:00 AM,3,Southwest,375,756,WEAPONS POSSESSION/BOMBING,101.0,STREET,0,756.0,CIMARRON ST,MIDDLETON,34.0156,-118.3161
195960,151519096,09/29/2015 12:00:00 AM,15,N Hollywood,1581,330,BURGLARY FROM VEHICLE,707.0,GARAGE/CARPORT,0,330.0,4300 BABCOCK AV,0,34.1486,-118.4063
195961,150911637,06/04/2015 12:00:00 AM,9,Van Nuys,941,352,PICKPOCKET,404.0,DEPARTMENT STORE,0,352.0,5700 SEPULVEDA BL,0,34.174,-118.4662
195962,150625499,12/04/2015 12:00:00 AM,6,Hollywood,666,624,BATTERY - SIMPLE ASSAULT,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,624.0,1300 N WILCOX AV,0,34.0944,-118.331
195963,151228004,12/20/2015 12:00:00 AM,12,77th Street,1268,433,DRIVING WITHOUT OWNER CONSENT (DWOC),101.0,STREET,0,433.0,BROADWAY,MANCHESTER,33.9601,-118.2782
195964,152116016,09/19/2015 12:00:00 AM,21,Topanga,2157,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,6600 DE SOTO AV,0,34.1906,-118.5884
195965,150813393,08/11/2015 12:00:00 AM,8,West LA,881,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",406.0,OTHER STORE,0,668.0,11800 W OLYMPIC BL,0,34.0332,-118.4499
195966,152104486,01/10/2015 12:00:00 AM,21,Topanga,2104,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,8800 OWENSMOUTH AV,0,34.2299,-118.6017
195967,150811186,05/05/2015 12:00:00 AM,8,West LA,855,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",501.0,SINGLE FAMILY DWELLING,0,956.0,1500 GLENDON AV,0,34.0546,-118.4398
195968,150919572,11/10/2015 12:00:00 AM,9,Van Nuys,969,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),108.0,PARKING LOT,0,331.0,12800 RIVERSIDE DR,0,34.1576,-118.412
195969,151711908,05/18/2015 12:00:00 AM,17,Devonshire,1701,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,19400 EAGLE RIDGE LN,0,34.2957,-118.5572
195970,150913286,06/02/2015 12:00:00 AM,9,Van Nuys,915,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,6800 VAN NUYS BL,0,34.1939,-118.4487
195971,151818944,10/14/2015 12:00:00 AM,18,Southeast,1806,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,900 E 91ST ST,0,33.9538,-118.2586
195972,150616725,07/15/2015 12:00:00 AM,6,Hollywood,622,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,8000 WOODROW WILSON DR,0,34.1231,-118.3721
195973,151208539,02/21/2015 12:00:00 AM,12,77th Street,1258,900,VIOLATION OF COURT ORDER,726.0,POLICE FACILITY,0,900.0,7600 S BROADWAY,0,33.9708,-118.2783
195974,151216376,07/02/2015 12:00:00 AM,12,77th Street,1256,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,74TH ST,VERMONT AV,33.9727,-118.2914
195975,150517292,10/21/2015 12:00:00 AM,5,Harbor,504,310,BURGLARY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,310.0,1500 TORRANCE BL,0,33.8417,-118.304
195976,150511259,06/15/2015 12:00:00 AM,5,Harbor,526,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",501.0,SINGLE FAMILY DWELLING,500.0,230.0,900 N FRIES AV,0,33.7815,-118.265
195977,150609520,03/26/2015 12:00:00 AM,6,Hollywood,666,440,THEFT PLAIN - PETTY ($950 & UNDER),717.0,HEALTH SPA/GYM,0,440.0,6300 W SUNSET BL,0,34.098,-118.3267
195978,161106065,10/01/2015 12:00:00 AM,11,Northeast,1128,440,THEFT PLAIN - PETTY ($950 & UNDER),203.0,OTHER BUSINESS,0,440.0,6200 YORK BL,0,34.1155,-118.1843
195979,151116162,08/30/2015 12:00:00 AM,11,Northeast,1149,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,100 S AVENUE 52,0,34.1063,-118.1995
195980,150114124,06/04/2015 12:00:00 AM,1,Central,123,350,"THEFT, PERSON",116.0,OTHER/OUTSIDE,0,350.0,200 W TEMPLE ST,0,34.0549,-118.2426
195981,150609822,03/15/2015 12:00:00 AM,6,Hollywood,666,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,6500 FOUNTAIN AV,0,34.0944,-118.3305
195982,151222366,09/26/2015 12:00:00 AM,12,77th Street,1256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",121.0,YARD (RESIDENTIAL/BUSINESS),102.0,230.0,500 W 76TH ST,0,33.9727,-118.285
195983,150914857,07/04/2015 12:00:00 AM,9,Van Nuys,969,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,LA MAIDA AV,RIVERSIDE DR,34.1576,-118.4095
195984,151208946,03/13/2015 12:00:00 AM,12,77th Street,1251,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,310.0,930.0,3300 W 77TH ST,0,33.97,-118.3298
195985,150412529,07/24/2015 12:00:00 AM,4,Hollenbeck,438,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),203.0,OTHER BUSINESS,0,745.0,5100 ALHAMBRA AV,0,34.0715,-118.1748
195986,151218363,07/30/2015 12:00:00 AM,12,77th Street,1208,624,BATTERY - SIMPLE ASSAULT,401.0,MINI-MART,400.0,624.0,700 W VERNON AV,0,34.0037,-118.2856
195987,150312197,05/05/2015 12:00:00 AM,3,Southwest,300,626,INTIMATE PARTNER - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,626.0,WESTERN AV,ADAMS BL,34.0327,-118.309
195988,150204167,01/04/2015 12:00:00 AM,2,Rampart,246,220,ATTEMPTED ROBBERY,101.0,STREET,223.0,220.0,7TH ST,WESTLAKE AV,34.0559,-118.2756
195989,151316857,08/20/2015 12:00:00 AM,13,Newton,1307,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,ALAMEDA,BAY ST,34.0318,-118.2388
195990,150707516,03/22/2015 12:00:00 AM,7,Wilshire,721,330,BURGLARY FROM VEHICLE,104.0,DRIVEWAY,0,330.0,100 S LA PEER DR,0,34.0753,-118.3868
195991,151218940,08/07/2015 12:00:00 AM,12,77th Street,1207,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",103.0,230.0,4400 S HOOVER ST,0,33.9995,-118.2893
195992,150714833,09/15/2015 12:00:00 AM,7,Wilshire,764,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",501.0,SINGLE FAMILY DWELLING,0,740.0,1500 S CLOVERDALE AV,0,34.0465,-118.3522
195993,152005591,02/01/2015 12:00:00 AM,20,Olympic,2029,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,6TH ST,HOOVER ST,34.0637,-118.2843
195994,151815540,08/13/2015 12:00:00 AM,18,Southeast,1834,210,ROBBERY,101.0,STREET,400.0,210.0,107TH ST,WADSWORTH AV,33.9393,-118.2587
195995,151113226,07/03/2015 12:00:00 AM,11,Northeast,1133,330,BURGLARY FROM VEHICLE,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",0,330.0,FLETCHER DR,LARGA AV,34.1104,-118.2514
195996,151816054,08/08/2015 12:00:00 AM,18,Southeast,1806,354,THEFT OF IDENTITY,203.0,OTHER BUSINESS,0,354.0,800 E 91ST ST,0,33.9538,-118.2608
