ID,APN,R_Date,P_Type,P_Zip
18328,2648018017,6/2/16,Single Family,91345
18329,5562019009,3/16/16,Single Family,90069
18330,2534013012,4/19/16,Single Family,91331
18331,5015025030,1/26/16,Single Family,90062
18332,2206037063,6/15/16,Single Family,91406
18333,7465018046,4/22/16,Single Family,90731
18334,5108023014,6/13/16,Single Family,90011
18335,5036011013,5/19/16,Single Family,90062
18336,5006023010,5/19/16,Single Family,90043
18337,5108019002,6/13/16,Multi-Family,90011
18338,4302033022,1/6/16,Multi-Family,90034
18339,2660010140,6/22/16,Single Family,91345
18340,2696024033,4/19/16,Single Family,91344
18341,6030004003,5/24/16,Multi-Family,90003
18342,7452002023,4/13/16,Single Family,90732
18343,5001014026,5/11/16,Multi-Family,90037
18344,2104018004,5/23/16,Single Family,91335
18345,5454013012,4/5/16,Single Family,90065
18346,2511035002,4/25/16,Single Family,91342
18347,5081008017,3/8/16,Multi-Family,90019
18348,4013001011,3/15/16,Non-Residential,90302
18349,4204020195,1/7/16,Single Family,90088
18350,2127002030,3/21/16,Single Family,91335
18351,2509013139,4/13/16,Single Family,91342
18352,2210004010,5/27/16,Single Family,91402
18353,2218005001,5/11/16,Single Family,91405
18354,6054011032,6/27/16,Single Family,90044
18355,6048025025,6/13/16,Single Family,90002
18356,5017014024,1/11/16,Single Family,90037
18357,2249018018,4/15/16,Single Family,91411
18358,4263038053,5/12/16,Single Family,90025
18359,2271004002,4/12/16,Single Family,91423
18360,4125013135,5/19/16,Single Family,90045
18361,2123014020,5/26/16,Single Family,91335
18362,5113009009,5/9/16,Single Family,90011
18363,5551009007,5/18/16,Multi-Family,90046
18364,2787030001,5/12/16,Single Family,91325
18365,4368009029,1/20/16,Single Family,90049
18366,4116034014,5/3/16,Single Family,90293
18367,4319008105,5/10/16,Single Family,90025
18368,5131021010,3/2/16,Single Family,90011
18369,2381028009,6/29/16,Single Family,91604
18370,5053004022,4/8/16,Single Family,90018
18371,4211020052,4/13/16,Single Family,90094
18372,5101017025,6/28/16,Single Family,90011
18373,2681011023,5/12/16,Single Family,91344
18374,4004002021,4/22/16,Single Family,90043
18375,2335036013,6/23/16,Single Family,91606
18376,5113034008,1/15/16,Multi-Family,90011
18377,6061008012,3/23/16,Single Family,90044
18378,2661026011,4/5/16,Single Family,91343
18379,2032006005,5/10/16,Single Family,91307
18380,2166046003,1/7/16,Single Family,91364
18381,6038017041,5/24/16,Multi-Family,90044
18382,2728010029,6/8/16,Single Family,91326
18383,2513019080,5/9/16,Non-Residential,91340
18384,2565010053,1/11/16,Single Family,91042
18385,5032022127,4/27/16,Single Family,90008
18386,4229019181,5/25/16,Single Family,90292
18387,5019022007,1/28/16,Multi-Family,90037
18388,5025009086,6/6/16,Single Family,90016
18389,2130013008,4/22/16,Single Family,91335
18390,5508003010,6/7/16,Multi-Family,90036
18391,6033005006,1/6/16,Single Family,90044
18392,5465027002,3/23/16,Vacant Residential,90065
18393,6055017040,6/1/16,Single Family,90047
18394,4004018011,1/7/16,Single Family,90043
18395,7470027026,6/23/16,Single Family,90731
18396,5028011010,6/24/16,Single Family,90008
18397,4119038020,5/31/16,Single Family,90293
18398,2224035003,5/3/16,Single Family,91406
18399,5083011013,6/8/16,Multi-Family,90019
18400,2105016010,5/6/16,Single Family,91335
18401,2217012042,5/10/16,Multi-Family,91405
18402,2023028007,4/11/16,Single Family,91303
18403,7444005041,6/8/16,Single Family,90732
18404,2269016021,6/15/16,Single Family,91423
18405,2367001054,4/29/16,Single Family,91604
18406,2558022035,5/19/16,Single Family,91042
18407,5179015026,6/20/16,Single Family,90063
18408,2047005004,4/27/16,Single Family,91367
18409,5543014009,4/13/16,Multi-Family,90029
18410,2669025015,4/5/16,Single Family,91343
18411,5432030008,5/4/16,Single Family,90039
18412,4366032007,5/23/16,Single Family,90049
18413,5502027095,5/4/16,Single Family,90020
18414,6003033020,5/25/16,Multi-Family,90044
18415,2524020001,6/7/16,Single Family,91340
18416,5206022020,3/8/16,Multi-Family,90031
18417,2572029019,4/28/16,Single Family,91042
18418,2362025044,4/1/16,Single Family,91604
18419,5588035041,5/12/16,Single Family,90027
18420,2656005113,1/6/16,Single Family,91343
18421,2119001113,4/11/16,Single Family,91335
18422,4306008035,3/31/16,Single Family,90035
18423,5026007005,1/11/16,Single Family,90008
18424,2531032018,1/5/16,Single Family,91342
18425,5440020015,6/17/16,Vacant Residential,90039
18426,6066013022,6/30/16,Multi-Family,90002
18427,7454033010,4/14/16,Single Family,90731
18428,5042023011,5/12/16,Single Family,90018
18429,5211013171,3/23/16,Single Family,90031
18430,5082024008,5/31/16,Single Family,90019
18431,2168025048,5/19/16,Single Family,91364
18432,5089025006,1/20/16,Single Family,90036
18433,4117004012,4/28/16,Single Family,90293
18434,2626006036,6/7/16,Multi-Family,91331
18435,5002018016,5/25/16,Multi-Family,90037
18436,2558041018,1/8/16,Single Family,91042
18437,2686021019,5/24/16,Single Family,91343
18438,5592001038,6/24/16,Single Family,90027
18439,5054009023,5/12/16,Multi-Family,90007
18440,6023010025,4/1/16,Multi-Family,90001
18441,2343020014,4/5/16,Single Family,91401
18442,2544016011,5/26/16,Vacant Residential,91352
18443,6065029024,5/10/16,Single Family,90002
18444,4236004002,4/27/16,Multi-Family,90291
18445,5407019002,6/29/16,Single Family,90012
18446,6032033022,4/19/16,Multi-Family,90003
18447,2404003014,6/6/16,Single Family,91352
18448,5021007019,6/8/16,Single Family,90062
18449,5453003039,4/13/16,Multi-Family,90065
18450,6054003019,6/21/16,Single Family,90044
18451,7418001017,2/3/16,Single Family,90744
18452,6030012028,5/16/16,Single Family,90003
18453,2305013011,5/18/16,Single Family,91605
18454,2040018006,6/7/16,Single Family,91367
18455,5587018011,4/14/16,Multi-Family,90068
18456,5093014090,4/15/16,Single Family,90005
18457,5436017006,4/28/16,Single Family,90039
18458,5481012014,5/4/16,Single Family,90041
18459,2346021044,5/24/16,Single Family,91607
18460,6046003026,6/21/16,Multi-Family,90002
18461,2507028019,5/3/16,Single Family,91342
18462,5430002040,5/24/16,Single Family,90027
18463,2549020024,5/2/16,Single Family,91040
18464,2633004007,5/12/16,Single Family,91352
18465,4204020195,5/11/16,Single Family,90088
18466,2566004027,5/3/16,Single Family,91042
18467,2266028010,5/4/16,Single Family,91423
18468,2762037045,5/6/16,Single Family,91324
18469,2715001029,1/5/16,Single Family,91326
18470,2734002010,5/9/16,Single Family,91325
18471,2336008006,4/20/16,Multi-Family,91606
18472,6119012075,6/27/16,Single Family,90248
18473,2156020095,5/9/16,Single Family,91356
18474,2184037007,5/9/16,Single Family,91316
18475,2629015055,4/22/16,Single Family,91352
18476,5478029007,5/9/16,Single Family,90042
18477,4114036006,5/18/16,Single Family,90045
18478,2656006028,2/3/16,Single Family,91343
18479,5474012017,4/15/16,Multi-Family,90041
18480,2128014011,5/4/16,Single Family,91335
18481,2107011108,5/31/16,Single Family,91306
18482,5013003011,5/13/16,Single Family,90043
18483,6065011012,5/31/16,Multi-Family,90059
18484,5163019068,4/20/16,Single Family,90013
18485,7562012007,1/6/16,Single Family,90732
18486,2651012204,5/31/16,Single Family,91402
18487,2769011005,5/16/16,Single Family,91325
18488,2230015016,3/21/16,Single Family,91406
18489,5040011017,5/3/16,Single Family,90007
18490,5206006009,5/11/16,Multi-Family,90031
18491,6018009023,4/26/16,Multi-Family,90047
18492,4326002197,5/6/16,Single Family,90024
18493,4323005016,4/11/16,Single Family,90025
18494,2622012010,6/29/16,Single Family,91331
18495,2666020019,4/19/16,Single Family,91344
18496,2027049003,5/13/16,Single Family,91307
18497,2250021029,5/19/16,Single Family,91411
18498,2317013023,4/8/16,Multi-Family,91605
18499,4236001006,4/14/16,Single Family,90291
18500,2677001001,6/30/16,Single Family,91343
18501,6033005006,5/11/16,Single Family,90044
18502,2502028003,6/15/16,Single Family,91342
18503,2728012032,6/28/16,Single Family,91326
18504,2686003009,4/1/16,Single Family,91343
18505,2234015008,4/19/16,Single Family,91406
18506,5309021022,5/4/16,Single Family,90032
18507,4211025104,3/14/16,Single Family,90094
18508,2326014019,6/14/16,Single Family,91606
18509,2553014004,4/1/16,Single Family,91042
18510,5105020031,6/14/16,Single Family,90011
18511,5175019006,4/19/16,Single Family,90033
18512,2779005104,5/13/16,Single Family,91306
18513,5302024018,4/6/16,Single Family,90032
18514,2126024037,5/10/16,Single Family,91335
18515,6086036005,4/29/16,Single Family,90059
18516,2623003003,4/14/16,Single Family,91331
18517,5508003010,1/4/16,Multi-Family,90036
18518,2768024011,1/12/16,Single Family,91325
18519,2779022134,5/9/16,Single Family,93063
18520,5202013019,4/20/16,Multi-Family,90033
18521,7425021042,5/20/16,Single Family,90744
18522,2222027191,6/1/16,Single Family,91406
18523,5534027037,5/2/16,Single Family,90038
18524,2669004020,1/5/16,Single Family,91343
18525,6023022019,5/9/16,Multi-Family,90001
18526,2220015009,5/12/16,Single Family,91405
18527,5576016024,5/26/16,Single Family,90068
18528,4356011008,5/31/16,Single Family,90210
18529,6067010028,6/8/16,Single Family,90059
18530,4005009015,6/7/16,Single Family,90043
18531,2648010016,2/5/16,Single Family,91345
18532,2707010023,1/6/16,Single Family,91311
18533,5111011013,3/23/16,Single Family,90037
18534,5076016006,6/29/16,Single Family,90006
18535,6016030027,5/11/16,Single Family,90047
18536,2156018030,4/15/16,Single Family,91356
18537,5006014001,4/5/16,Single Family,90043
18538,2666012005,4/20/16,Single Family,91344
18539,2601061021,1/22/16,Single Family,91344
18540,4006012042,4/8/16,Single Family,90043
18541,2683004003,5/25/16,Single Family,91344
18542,6069027028,3/9/16,Single Family,90059
18543,5689015018,5/25/16,Single Family,90041
18544,5135002006,4/28/16,Single Family,90006
18545,2565014055,4/28/16,Single Family,91042
18546,4309017005,4/29/16,Single Family,90034
18547,5179006004,5/24/16,Single Family,90063
18548,4412014026,3/7/16,Single Family,90272
18549,2276029019,5/12/16,Single Family,91403
18550,7426009009,6/2/16,Multi-Family,90744
18551,4248001002,3/28/16,Single Family,90064
18552,2761032029,4/14/16,Single Family,91324
18553,5542022012,1/15/16,Multi-Family,90029
18554,2243011002,4/28/16,Single Family,91411
18555,2685005001,4/15/16,Single Family,91343
18556,5558022007,5/19/16,Single Family,90069
18557,2175010023,2/11/16,Single Family,91356
18558,5157021033,4/29/16,Single Family,90026
18559,4333020071,5/20/16,Single Family,90035
18560,2403013010,3/18/16,Single Family,91352
18561,6065030001,5/9/16,Single Family,90002
18562,5006024004,5/31/16,Single Family,90043
18563,2690017035,4/15/16,Single Family,91325
18564,2423017008,4/5/16,Single Family,91602
18565,2532026008,3/8/16,Single Family,91331
18566,2337002010,6/20/16,Single Family,91606
18567,2727015032,4/20/16,Single Family,91311
18568,4229004051,5/4/16,Single Family,90292
18569,2634006039,5/4/16,Single Family,91352
18570,5094009015,1/4/16,Multi-Family,90005
18571,2701007123,4/19/16,Single Family,91326
18572,5157015001,4/8/16,Single Family,90026
18573,2244016015,5/11/16,Single Family,91411
18574,2683019023,6/14/16,Single Family,91344
18575,2510016025,6/15/16,Single Family,91342
18576,6066006052,6/28/16,Single Family,90002
18577,5177004017,5/11/16,Single Family,90033
18578,5067008001,6/15/16,Multi-Family,90019
18579,5001035047,1/12/16,Multi-Family,90037
18580,4012009003,1/6/16,Single Family,90043
18581,6017025011,5/27/16,Single Family,90047
18582,2332010020,5/11/16,Single Family,91606
18583,5492009043,5/24/16,Single Family,90042
18584,5090020063,3/11/16,Single Family,90005
18585,5094024006,1/7/16,Multi-Family,90006
18586,5503007003,6/24/16,Single Family,90020
18587,2410015024,1/27/16,Single Family,91352
18588,4109010013,5/13/16,Single Family,90045
18589,2106006006,4/15/16,Single Family,91306
18590,6033002030,6/2/16,Single Family,90044
18591,6084006012,6/27/16,Multi-Family,90059
18592,2125031011,6/13/16,Single Family,91335
18593,2644025106,4/1/16,Single Family,91402
18594,5022027005,6/9/16,Multi-Family,90008
18595,2607004016,3/3/16,Single Family,91344
18596,6051027025,5/26/16,Single Family,90002
18597,5040032026,4/22/16,Multi-Family,90007
18598,5040007021,4/18/16,Single Family,90007
18599,5021008023,6/21/16,Single Family,90062
18600,5507007024,5/31/16,Single Family,90036
18601,5157021033,1/7/16,Single Family,90026
18602,2707029016,4/22/16,Single Family,91311
18603,2695004025,6/1/16,Single Family,91344
18604,5210026015,6/24/16,Multi-Family,90031
18605,6015027020,4/20/16,Single Family,90047
18606,5055001030,5/10/16,Multi-Family,90007
18607,2169012029,5/24/16,Single Family,91364
18608,5037012028,5/9/16,Single Family,90037
18609,4321008119,6/3/16,Single Family,90025
18610,2156010008,6/28/16,Single Family,91356
18611,5054005010,4/6/16,Multi-Family,90007
18612,6088003004,5/3/16,Single Family,90044
18613,4118007037,4/14/16,Single Family,90293
18614,5017014024,5/11/16,Single Family,90037
18615,6032011026,5/17/16,Multi-Family,90044
18616,2766006008,6/13/16,Single Family,91325
18617,2551030012,5/24/16,Single Family,91040
18618,2688030067,6/13/16,Single Family,91343
18619,2696027028,4/28/16,Single Family,91344
18620,5049024065,6/13/16,Multi-Family,90016
18621,4360022003,5/11/16,Single Family,90024
18622,6069007013,1/28/16,Single Family,90059
18623,2331011156,1/7/16,Single Family,91606
18624,5061008009,5/16/16,Single Family,90016
18625,2620010011,5/31/16,Single Family,91331
18626,2359020020,4/22/16,Single Family,91423
18627,5579038022,1/7/16,Single Family,90068
18628,4326002102,2/29/16,Single Family,90024
18629,2146037170,5/10/16,Single Family,91367
18630,2166046003,6/13/16,Single Family,91364
18631,2625024012,1/4/16,Single Family,91331
18632,5115002019,5/11/16,Multi-Family,90011
18633,5142005004,3/1/16,Single Family,90057
18634,5477027013,4/26/16,Single Family,90042
18635,2582005026,5/5/16,Single Family,91342
18636,2163022020,4/13/16,Single Family,91356
18637,4383007015,3/1/16,Vacant Residential,90210
18638,4229004051,1/5/16,Single Family,90292
18639,4329008052,3/21/16,Single Family,90067
18640,5201017021,1/11/16,Single Family,90033
18641,2345020018,2/29/16,Single Family,91401
18642,6054026007,3/4/16,Multi-Family,90044
18643,6041006020,5/4/16,Single Family,90003
18644,5514006042,4/13/16,Single Family,90048
18645,2331023030,5/17/16,Single Family,91401
18646,2724007008,5/12/16,Multi-Family,91311
18647,5017003007,4/15/16,Multi-Family,90037
18648,4329002020,5/10/16,Single Family,90067
18649,5080034028,6/8/16,Multi-Family,90006
18650,4305013003,4/26/16,Single Family,90035
18651,4379035177,4/19/16,Single Family,90077
18652,4239007019,1/14/16,Multi-Family,90291
18653,5071020026,5/24/16,Multi-Family,90019
18654,2608025020,5/6/16,Single Family,91344
18655,6016026028,4/13/16,Multi-Family,90047
18656,2580018033,5/13/16,Single Family,91342
18657,6066017038,5/31/16,Single Family,90002
18658,2220015024,4/1/16,Single Family,91405
18659,4262017043,5/6/16,Single Family,90025
18660,2761022028,6/1/16,Single Family,91311
18661,6054016028,5/12/16,Single Family,90044
18662,2501009026,4/21/16,Single Family,91342
18663,7347012025,6/1/16,Single Family,90501
18664,2039023004,4/21/16,Single Family,91367
18665,7445004019,4/7/16,Single Family,90732
18666,2125007008,5/24/16,Single Family,91335
18667,5548024004,1/8/16,Single Family,90028
18668,2314002024,5/13/16,Single Family,91352
18669,2729024066,1/16/16,Single Family,91326
18670,6002013035,6/20/16,Multi-Family,90047
18671,5019001006,5/25/16,Multi-Family,90037
18672,5521004006,6/6/16,Multi-Family,90004
18673,5020001020,5/20/16,Multi-Family,90037
18674,5001014026,1/15/16,Multi-Family,90037
18675,2647028070,4/12/16,Single Family,91331
18676,2321005049,1/21/16,Single Family,91605
18677,5309021022,1/29/16,Single Family,90032
18678,6051010005,5/6/16,Single Family,90002
18679,5044022012,4/18/16,Single Family,90018
18680,2606011025,6/28/16,Single Family,91344
18681,5058022046,4/1/16,Single Family,90018
18682,5071018015,5/24/16,Single Family,90019
18683,7404020005,5/9/16,Single Family,90744
18684,6016029010,5/11/16,Single Family,90047
18685,2582031023,5/25/16,Single Family,91342
18686,6117021001,6/7/16,Single Family,90247
18687,7346021017,5/19/16,Single Family,90501
18688,4006011021,4/4/16,Multi-Family,90043
18689,2114020024,6/27/16,Single Family,91306
18690,2696027028,2/1/16,Single Family,91344
18691,5024021016,6/24/16,Multi-Family,90008
18692,6004028003,5/31/16,Multi-Family,90044
18693,6001010026,4/6/16,Single Family,90047
18694,2429012012,5/19/16,Single Family,90068
18695,2640014005,4/27/16,Single Family,91331
18696,6041006020,1/18/16,Single Family,90003
18697,2108033012,5/24/16,Single Family,91306
18698,2263004027,4/13/16,Single Family,91403
18699,2378025032,5/29/16,Vacant Residential,91604
18700,5422014027,5/23/16,Single Family,90039
18701,2153034041,5/27/16,Single Family,91356
18702,5051024008,1/11/16,Multi-Family,90018
18703,2552016012,1/26/16,Single Family,91040
18704,5018014017,3/8/16,Multi-Family,90037
18705,2565014059,1/14/16,Single Family,91042
18706,2712018025,5/31/16,Single Family,91344
18707,2046014002,4/7/16,Single Family,91367
18708,2020017065,5/9/16,Single Family,93063
18709,2304021013,5/4/16,Single Family,91605
18710,2502016014,1/12/16,Single Family,91342
18711,5534027035,5/2/16,Single Family,90038
18712,6073009008,5/11/16,Single Family,90061
18713,5590026007,5/17/16,Multi-Family,90027
18714,2107020070,5/6/16,Single Family,91306
18715,4239024052,1/20/16,Multi-Family,90291
18716,2164018016,6/27/16,Single Family,91356
18717,6072014027,5/25/16,Multi-Family,90059
18718,4355017039,4/8/16,Single Family,90210
18719,2565010037,5/18/16,Single Family,91042
18720,4256004021,4/13/16,Single Family,90064
18721,6012010054,5/27/16,Multi-Family,90003
18722,2405004012,3/21/16,Single Family,91352
18723,2557026007,5/11/16,Single Family,91042
18724,5433009015,5/27/16,Single Family,90027
18725,5456017025,6/16/16,Multi-Family,90065
18726,4012003027,6/8/16,Single Family,90043
18727,2640005011,5/31/16,Single Family,91331
18728,2228020068,5/23/16,Single Family,91406
18729,2353011003,3/24/16,Multi-Family,91601
18730,6051018025,6/23/16,Single Family,90002
18731,5017006015,4/6/16,Single Family,90037
18732,5462016030,6/24/16,Single Family,90065
18733,2101006011,4/29/16,Single Family,91335
18734,4330006063,4/15/16,Single Family,90035
18735,7411026024,5/25/16,Single Family,90710
18736,2627027099,1/5/16,Single Family,91402
18737,2216007013,6/17/16,Single Family,91405
18738,2607009011,4/19/16,Single Family,91344
18739,2615018012,6/20/16,Single Family,91345
18740,2646008010,4/25/16,Single Family,91331
18741,7467021004,5/4/16,Multi-Family,90731
18742,6066012058,3/8/16,Single Family,90002
18743,2101013003,1/11/16,Single Family,91335
18744,4119025011,5/13/16,Single Family,90045
18745,2715017024,6/16/16,Single Family,91326
18746,2668011013,6/27/16,Single Family,91344
18747,2046010007,4/13/16,Single Family,91367
18748,2122020020,4/29/16,Single Family,91335
18749,2632002004,4/5/16,Single Family,91352
18750,5464007016,5/3/16,Single Family,90065
18751,2564020019,3/21/16,Vacant Residential,91042
18752,4318035004,6/28/16,Single Family,90064
18753,2601020034,6/24/16,Single Family,91344
18754,2536019010,5/26/16,Single Family,91331
18755,2259005006,2/29/16,Single Family,91436
18756,2530038009,4/15/16,Single Family,91342
18757,2690015018,5/19/16,Single Family,91325
18758,6015018027,4/15/16,Single Family,90047
18759,2160017018,5/25/16,Single Family,91356
18760,6016009017,6/22/16,Single Family,90047
18761,4256032008,5/4/16,Single Family,90064
18762,2620023005,4/11/16,Single Family,91331
18763,5067018012,6/24/16,Single Family,90019
18764,5229004021,4/6/16,Single Family,90063
18765,2010017013,6/8/16,Single Family,91304
18766,4265007070,1/12/16,Single Family,90049
18767,2405004001,6/9/16,Single Family,91352
18768,2231018029,4/18/16,Single Family,91406
18769,2120005019,5/2/16,Single Family,91335
18770,6117021001,6/8/16,Single Family,90247
18771,7469005001,4/13/16,Single Family,90731
18772,7423019006,5/4/16,Single Family,90744
18773,6006005020,5/11/16,Single Family,90003
18774,2103025018,2/29/16,Single Family,91335
18775,2510018005,5/12/16,Single Family,91342
18776,5029022007,5/20/16,Single Family,90008
18777,2501022008,5/9/16,Single Family,91342
18778,2156018019,5/5/16,Single Family,91356
18779,4211025104,4/28/16,Single Family,90094
18780,2505005018,5/25/16,Non-Residential,91342
18781,5051030004,6/15/16,Single Family,90018
18782,2409014038,4/29/16,Single Family,91352
18783,2582041009,5/13/16,Single Family,91342
18784,2356031029,6/14/16,Single Family,91607
18785,2763033025,4/15/16,Single Family,91324
18786,2414025001,4/18/16,Single Family,91606
18787,5090027016,4/20/16,Single Family,90005
18788,2642032045,5/17/16,Single Family,91331
18789,2206022018,4/6/16,Single Family,91406
18790,5115009002,4/7/16,Single Family,90011
18791,5436015013,6/8/16,Single Family,90039
18792,2420010006,4/29/16,Single Family,91601
18793,2305023016,4/15/16,Single Family,91605
18794,5576003040,6/8/16,Single Family,90068
18795,2654023041,4/6/16,Single Family,91343
18796,5053010016,1/8/16,Multi-Family,90018
18797,6088022032,4/22/16,Single Family,90044
18798,6109017006,5/23/16,Single Family,90248
18799,4229004044,6/29/16,Single Family,90292
18800,6031010021,3/11/16,Multi-Family,90003
18801,2315010025,4/19/16,Single Family,91352
18802,5081001008,5/26/16,Multi-Family,90019
18803,2556001037,3/17/16,Single Family,91040
18804,2168012067,4/19/16,Single Family,91364
18805,5522009027,1/4/16,Multi-Family,90004
18806,6073017001,1/7/16,Single Family,90061
18807,6035001011,4/8/16,Single Family,90047
18808,6052020028,6/23/16,Single Family,90003
18809,2557019017,5/3/16,Single Family,91042
18810,2218005001,5/10/16,Single Family,91405
18811,6018024010,3/28/16,Single Family,90047
18812,2601069005,6/14/16,Single Family,91344
18813,6050026020,6/27/16,Single Family,90002
18814,6050014025,4/27/16,Single Family,90002
18815,2784007002,5/26/16,Single Family,91324
18816,2701064005,1/6/16,Single Family,91326
18817,6057004007,5/19/16,Single Family,90047
18818,2174014012,6/16/16,Single Family,91364
18819,6018010028,1/29/16,Single Family,90047
18820,6004028011,4/23/16,Single Family,90044
18821,2346021044,1/4/16,Single Family,91607
18822,6052019003,4/14/16,Multi-Family,90003
18823,2533017002,4/14/16,Single Family,91331
18824,2606014041,4/11/16,Single Family,91344
18825,2257020063,5/3/16,Single Family,91436
18826,4231021023,4/19/16,Single Family,90066
18827,2303003014,5/10/16,Single Family,91605
18828,2274024029,4/6/16,Single Family,91423
18829,5028007140,6/6/16,Vacant Residential,90008
18830,2123023096,5/17/16,Single Family,91316
18831,5556009005,5/9/16,Single Family,90046
18832,2409014038,1/11/16,Single Family,91352
18833,2572048014,1/15/16,Single Family,91042
18834,2633008028,6/7/16,Single Family,91352
18835,2127015039,5/18/16,Single Family,91335
18836,4255016009,5/26/16,Single Family,90064
18837,2291006015,6/21/16,Single Family,91436
18838,2307025001,4/7/16,Single Family,91605
18839,5063006056,5/13/16,Single Family,90016
18840,5548024004,1/28/16,Single Family,90028
18841,4019006010,4/5/16,Single Family,90043
18842,6001010020,5/10/16,Single Family,90047
18843,2214005019,4/7/16,Single Family,91402
18844,5029039008,6/13/16,Single Family,90008
18845,2506034067,6/27/16,Single Family,91342
18846,6040036022,6/29/16,Single Family,90003
18847,2627034013,4/13/16,Single Family,91402
18848,7416027010,5/10/16,Single Family,90744
18849,2502016014,6/8/16,Single Family,91342
18850,2672019004,6/23/16,Single Family,91343
18851,5006019001,4/4/16,Multi-Family,90043
18852,5477003038,4/7/16,Multi-Family,90042
18853,6050018011,5/16/16,Single Family,90002
18854,7459028010,6/17/16,Single Family,90731
18855,2531023029,4/21/16,Single Family,91342
18856,2692019021,5/31/16,Single Family,91325
18857,6038009009,6/6/16,Single Family,90044
18858,4265014100,5/19/16,Single Family,90049
18859,2210026018,4/14/16,Single Family,91405
18860,5716024013,4/4/16,Non-Residential,90042
18861,2620024025,6/3/16,Single Family,91331
18862,2108033013,1/11/16,Single Family,91306
18863,2020009031,5/25/16,Single Family,93063
18864,6016017014,5/4/16,Single Family,90047
18865,5116016010,4/13/16,Single Family,90011
18866,2156022020,6/29/16,Single Family,91356
18867,6004037013,1/5/16,Single Family,90003
18868,2181006017,4/22/16,Single Family,91356
18869,7562012007,6/13/16,Single Family,90732
18870,5517020019,5/4/16,Single Family,90004
18871,6014003020,5/23/16,Single Family,90044
18872,2609022031,5/2/16,Single Family,91344
18873,2332033018,1/8/16,Single Family,91606
18874,2074023002,5/17/16,Single Family,91364
18875,2213001010,6/16/16,Single Family,91402
18876,2202003033,4/15/16,Single Family,91325
18877,2105020026,5/5/16,Single Family,91335
18878,6018013002,6/13/16,Single Family,90047
18879,4230013021,5/11/16,Single Family,90066
18880,2254036053,4/6/16,Single Family,91316
18881,5053023050,4/18/16,Single Family,90018
18882,5312010009,4/1/16,Multi-Family,90042
18883,2695018017,6/2/16,Single Family,91344
18884,2761025019,5/11/16,Single Family,91311
18885,5029001013,2/1/16,Single Family,90008
18886,6023005006,5/12/16,Single Family,90001
18887,2696006024,5/19/16,Single Family,91344
18888,2564020020,3/21/16,Vacant Residential,91042
18889,6063020005,5/11/16,Multi-Family,90003
18890,2034020042,4/29/16,Single Family,91307
18891,4265018050,5/3/16,Single Family,90049
18892,6020033002,5/3/16,Single Family,90003
18893,5021008023,1/11/16,Single Family,90062
18894,2401048133,5/17/16,Single Family,91504
18895,4431018001,4/5/16,Single Family,90272
18896,4416019032,6/20/16,Single Family,90272
18897,5690003021,5/9/16,Single Family,90041
18898,2129035031,6/15/16,Single Family,91335
18899,6012001026,4/20/16,Multi-Family,90003
18900,4230013021,1/20/16,Single Family,90066
18901,2640015017,4/28/16,Single Family,91331
18902,2184033028,5/13/16,Single Family,91316
18903,2530022146,4/22/16,Single Family,91342
18904,5556008028,1/21/16,Single Family,90046
18905,6048035045,5/6/16,Single Family,90002
18906,2167013014,5/31/16,Single Family,91364
18907,2259015004,6/29/16,Single Family,91436
18908,5177026023,5/2/16,Multi-Family,90033
18909,2339004030,5/23/16,Single Family,91607
18910,6069029063,5/19/16,Single Family,90059
18911,4215026003,1/4/16,Single Family,90230
18912,2508021052,3/21/16,Single Family,91342
18913,7459016009,6/20/16,Single Family,90732
18914,2761030043,4/19/16,Single Family,91311
18915,5577033004,4/14/16,Single Family,90068
18916,4416020048,1/20/16,Vacant Residential,90272
18917,4012012036,6/22/16,Single Family,90043
18918,6005018006,5/24/16,Multi-Family,90003
18919,6022014010,4/7/16,Multi-Family,90003
18920,5517011016,6/28/16,Single Family,90004
18921,2639029002,6/30/16,Single Family,91402
18922,2177020003,5/25/16,Single Family,91356
18923,4003019027,6/16/16,Single Family,90043
18924,2128032058,6/15/16,Single Family,91335
18925,2642021023,6/22/16,Single Family,91331
18926,2113025015,4/29/16,Single Family,91306
18927,5062015001,5/3/16,Multi-Family,90016
18928,2648013028,4/13/16,Single Family,91345
18929,6120020008,5/24/16,Single Family,90247
18930,2023026016,6/30/16,Single Family,91303
18931,6018011016,5/26/16,Single Family,90047
18932,5686022036,2/19/16,Multi-Family,90041
18933,6018018020,5/27/16,Single Family,90047
18934,7404019006,5/24/16,Single Family,90744
18935,5035030014,5/18/16,Single Family,90062
18936,5001019018,6/27/16,Single Family,90037
18937,5551003022,1/5/16,Single Family,90046
18938,2074004028,5/6/16,Single Family,91364
18939,2103023030,5/18/16,Single Family,91335
18940,5210026015,1/26/16,Multi-Family,90031
18941,2513019077,1/15/16,Non-Residential,91340
18942,2105006010,5/31/16,Single Family,91335
18943,2368008009,5/26/16,Single Family,91604
18944,6041010005,6/28/16,Single Family,90003
18945,4117002007,5/16/16,Single Family,90293
18946,5006014024,3/21/16,Single Family,90043
18947,6088024012,6/16/16,Single Family,90044
18948,2384021014,4/14/16,Single Family,91604
18949,2564007005,6/15/16,Multi-Family,91042
18950,5569018001,6/24/16,Single Family,90046
18951,7458016027,4/4/16,Single Family,90731
18952,2601075060,5/13/16,Single Family,91344
